lng,lat
17.9479315,59.3981601
17.9481803,59.3980768
17.9481803,59.3980768
17.9481803,59.3980768
17.9643126,59.3769477
17.9482015,59.3981569
17.9450873,59.3999722
17.9479808,59.3982033
17.9479808,59.3982033
17.9479808,59.3982033
17.954828,59.3770497
18.074231,59.3125449
18.0735605,59.3121271
18.0735605,59.3121271
17.9693456,59.3758272
17.9479108,59.3981795
17.9485713,59.3982101
17.9485011,59.3981656
17.9481497,59.3981166
17.9468604,59.3991161
17.9481496,59.3980425
17.9485682,59.3982464
17.960247,59.3769313
17.9695474,59.37565
17.9695474,59.37565
17.9695474,59.37565
17.9695474,59.37565
17.9463796,59.3993746
17.9481512,59.3980474
17.9481512,59.3980474
17.9481512,59.3980474
17.9481513,59.3980471
17.9481513,59.3980471
17.9477602,59.3979504
17.9477323,59.3980904
17.9693743,59.3757682
17.958,59.3770033
17.9691804,59.3757711
17.9439205,59.4007253
17.9473303,59.3985335
17.9485127,59.3981379
17.958602,59.377378
17.9687839,59.3754963
17.9683751,59.3755526
17.9673391,59.3744185
17.9650348,59.3762916
17.9431264,59.4034891
17.9519465,59.4004503
17.9482626,59.398143
17.9622969,59.3770254
17.9688175,59.3750971
17.9432606,59.4035318
17.9988591,59.3585404
17.9547512,59.3770831
18.075393,59.3100046
18.0752928,59.310089
18.0752928,59.310089
18.076357,59.3081526
17.9480872,59.3981484
17.9481921,59.3982767
17.9481921,59.3982767
17.948142,59.3980801
17.9482269,59.3981115
17.9482269,59.3981115
17.9478727,59.3981898
17.9478727,59.3981898
17.9482359,59.3981115
17.9481559,59.3980555
17.9646048,59.3765847
17.9482449,59.3981469
17.9482578,59.3982458
17.9482578,59.3982458
17.9471325,59.3986608
17.9482276,59.3982505
17.9482276,59.3982505
17.94736,59.3984331
17.9482429,59.3982741
17.9481272,59.3980918
17.9482167,59.3982697
17.9482167,59.3982697
17.9432096,59.4015007
17.9485652,59.3982178
17.9484015,59.398052
17.9484015,59.398052
17.9479685,59.3982961
17.9481764,59.3983026
17.9481764,59.3983026
17.9482446,59.398293
17.9482446,59.398293
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9548013,59.3770754
17.9482794,59.398158
17.9482794,59.398158
17.9482794,59.398158
17.9481028,59.3983297
17.9481028,59.3983297
17.9481556,59.3980995
17.9481556,59.3980995
17.9482174,59.3982583
17.9481624,59.398292
17.9482005,59.3981352
18.0773572,59.3066686
18.0692078,59.3226495
17.9688465,59.3753368
17.9446481,59.4030115
17.9444367,59.4036019
17.9458281,59.3997542
17.9480891,59.3982437
17.9480891,59.3982437
17.9480891,59.3982437
17.9480891,59.3982437
17.9480891,59.3982437
17.9482154,59.3981495
17.9618385,59.3771541
17.9481426,59.3981794
17.9481426,59.3981794
17.9482571,59.3981237
17.9482571,59.3981237
17.9482571,59.3981237
17.9481755,59.3982767
17.9481755,59.3982767
17.9481755,59.3982767
17.9482205,59.3982645
17.9481957,59.3982866
17.9479169,59.3983234
17.9479169,59.3983234
17.9479169,59.3983234
17.9479169,59.3983234
17.9688814,59.37539
17.9530762,59.3781962
17.9694965,59.3756701
17.9479959,59.3979981
17.9479959,59.3979981
17.9480308,59.3980316
17.9480308,59.3980316
17.9480308,59.3980316
17.9480308,59.3980316
17.9481909,59.3981973
17.9481909,59.3981973
17.9481909,59.3981973
17.9481909,59.3981973
17.9482558,59.3982505
17.9479663,59.3981838
17.9482587,59.398237
17.9482587,59.398237
17.9481306,59.3982898
17.9481306,59.3982898
17.9481306,59.3982898
17.9481306,59.3982898
17.9480384,59.3982904
17.9480384,59.3982904
17.9478746,59.3982433
17.9482102,59.3981362
17.9482102,59.3981362
17.9482102,59.3981362
17.9481031,59.3982626
17.9481031,59.3982626
17.9481674,59.3981835
17.9519497,59.4006171
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
17.9548104,59.3770071
18.0789284,59.3083617
18.0789284,59.3083617
18.0740179,59.3076743
17.969118,59.3757307
18.0009494,59.3588894
18.0008405,59.3588457
17.9482352,59.3981114
17.9482352,59.3981114
17.9485121,59.3981819
17.9485775,59.3982336
17.9485169,59.3981551
17.948409,59.3983035
17.9483268,59.3983085
17.9483268,59.3983085
17.9485993,59.3981953
17.9480438,59.3982128
17.948321,59.3983497
17.9481956,59.3982684
17.9481956,59.3982684
17.948185,59.3981598
17.9480468,59.3983253
17.9480383,59.3982144
17.9481511,59.3981261
17.9695085,59.3758822
18.0644586,59.3325727
18.0644641,59.3325423
18.0644641,59.3325423
18.0643661,59.3325261
18.0643661,59.3325261
18.0643934,59.3325284
17.9478486,59.3983232
17.9478731,59.3982183
17.9478731,59.3982183
17.9479718,59.398257
17.9479718,59.398257
17.9480843,59.3981465
17.9480843,59.3981465
17.9481957,59.398139
17.9481957,59.398139
17.9481957,59.398139
17.9480238,59.3982422
17.9410024,59.3757875
17.9410024,59.3757875
17.9481795,59.3982475
17.9482141,59.3981443
17.9479457,59.3981229
17.9479457,59.3981229
17.9479457,59.3981229
17.9482522,59.3981651
17.9482522,59.3981651
17.9482522,59.3981651
17.9480372,59.3982134
17.9480372,59.3982134
17.9480372,59.3982134
17.9478227,59.3983267
17.9555481,59.3773018
17.963076,59.3768976
17.9658489,59.3766846
17.9481521,59.398177
17.9480899,59.3982418
17.9480899,59.3982418
17.9481587,59.3981134
17.9484519,59.3981701
17.9482169,59.3982516
17.9479999,59.3983171
17.9480072,59.3983053
17.9480072,59.3983053
17.9480616,59.3982841
17.9481179,59.3983121
17.9481179,59.3983121
17.9479941,59.3982722
17.9479941,59.3982722
17.9479941,59.3982722
17.9490299,59.4015302
17.9480678,59.3983185
17.9489582,59.3980478
17.9489582,59.3980478
17.9489377,59.3980408
17.9481638,59.3982809
17.9488044,59.3974732
17.9488636,59.397528
17.9488636,59.397528
17.9482246,59.3982549
17.9480659,59.3982245
17.940582,59.3789339
17.9432512,59.4013372
17.9466552,59.3990876
17.9547803,59.3770721
17.969478,59.3758111
17.9448108,59.4001642
17.9485996,59.3981711
17.9477541,59.3982384
17.9477541,59.3982384
17.9469491,59.398983
17.9477772,59.3981006
17.947972,59.3981533
17.947972,59.3981533
17.9452892,59.3999824
17.9432258,59.4013577
18.0825411,59.3090415
17.9408791,59.375418
17.9467305,59.3990695
17.9478177,59.3982236
17.9478177,59.3982236
17.959209,59.3770944
17.9476756,59.3982825
17.9442652,59.4008703
17.9506832,59.401809
17.9504312,59.4016933
17.9639856,59.3766439
17.9434992,59.4020491
17.9434116,59.4024532
17.9687354,59.3751719
17.9673851,59.3762195
17.9443404,59.4006537
17.9457654,59.3998553
17.9413897,59.4027934
17.9478057,59.3982299
17.9632372,59.3775005
17.9696262,59.3750427
18.0638064,59.3316673
18.0735505,59.3143816
17.9691575,59.3757897
17.9556924,59.3774112
17.9482278,59.398117
17.9482278,59.398117
17.9482278,59.398117
17.9482072,59.3980554
17.9482072,59.3980554
17.9482187,59.398019
17.9482187,59.398019
17.9477605,59.3979528
17.9518161,59.4012443
17.9522685,59.4008268
17.9521507,59.4008405
17.9522754,59.4008239
17.9522596,59.4008035
17.9483147,59.4022645
17.9554194,59.3777867
17.9455207,59.399948
17.9483072,59.3981152
17.9483167,59.3981783
17.9483167,59.3981783
17.9521903,59.4008047
17.9521903,59.4008047
17.9515864,59.4010455
17.9643337,59.3764971
17.9580588,59.3770691
17.9462387,59.4027208
17.9462387,59.4027208
17.9462642,59.4027019
17.9482129,59.3980185
17.9482089,59.3980748
17.948232,59.3980711
17.948232,59.3980711
17.9487419,59.3980121
17.9487419,59.3980121
17.9442078,59.3990119
17.9583289,59.3774206
17.9689615,59.3751881
18.0592185,59.3407472
18.0592185,59.3407472
18.0576592,59.3411445
18.0575474,59.3411612
18.0575474,59.3411612
17.9629506,59.3775981
17.9696934,59.3751362
17.8647102,59.4136744
17.9554862,59.3770901
17.9437217,59.3763953
17.9483132,59.3981285
17.9483132,59.3981285
17.9620719,59.3776949
17.9482712,59.3981296
17.9549101,59.3772928
17.9615252,59.3773824
18.0342791,59.3152842
17.9481448,59.3981074
17.9459844,59.3993129
17.9580367,59.3775696
17.9607383,59.377619
17.9686608,59.3759969
17.9435023,59.4019917
17.9453227,59.3999921
17.9482075,59.3980873
17.9482075,59.3980873
17.9472303,59.3982542
17.9472084,59.3985219
17.9524292,59.4006452
17.9695865,59.3757264
18.0804231,59.3085047
18.0826053,59.3091568
18.0826053,59.3091568
